brand,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price
Toyota,Automatic,2021,Petrol,1197,28290,2nd owner,774000
Maruti,Manual,2016,Petrol,1197,69995,1st owner,536000
Honda,Automatic,2016,Petrol,1497,92236,2nd owner,725000
Honda,Automatic,2014,Petrol,1198,93107,1st owner,379000
Hyundai,Automatic,2019,Petrol,998,52244,1st owner,788000
Maruti,Manual,2015,Diesel,1248,63916,2nd owner,565000
Maruti,Manual,2014,Diesel,1248,89284,1st owner,572000
Maruti,Automatic,2019,Petrol,998,27215,2nd owner,492000
Toyota,Manual,2019,Petrol,1496,42403,1st owner,815000
Hyundai,Manual,2018,Petrol,1591,60087,2nd owner,781000
Maruti,Automatic,2016,Petrol,1197,62524,2nd owner,593000
Hyundai,Manual,2017,Petrol,1591,52427,3rd owner,867000
Tata,Manual,2020,Petrol,1199,54623,1st owner,837000
Hyundai,Manual,2012,Petrol,1197,62951,1st owner,399000
Renault,Manual,2017,Petrol,999,70817,1st owner,329000
Maruti,Manual,2017,Petrol,1197,65943,1st owner,573000
Maruti,Manual,2016,Diesel,1248,91544,1st owner,709000
Datsun,Automatic,2018,Petrol,999,54716,3rd owner,290000
Hyundai,Manual,2016,Diesel,1582,58014,3rd owner,826000
Maruti,Automatic,2020,Petrol,1462,50421,1st owner,932000
Honda,Automatic,2017,Petrol,1497,93542,1st owner,796000
Hyundai,Manual,2020,Diesel,1493,60943,1st owner,1288000
Jeep,Manual,2018,Petrol,1368,26635,1st owner,1215000
Hyundai,Manual,2011,Petrol,1197,65841,2nd owner,297000
MG,Automatic,2021,Petrol,1451,31138,1st owner,1698000
Hyundai,Manual,2018,Petrol,1591,44659,2nd owner,808000
Maruti,Manual,2015,Petrol,998,49078,2nd owner,332000
Honda,Manual,2019,Petrol,1199,22419,1st owner,649000
Jeep,Manual,2018,Diesel,1956,63398,1st owner,1281000
Skoda,Manual,2021,Petrol,1498,38566,1st owner,1415000
Hyundai,Automatic,2020,Petrol,1197,14274,1st owner,699000
Maruti,Manual,2017,Petrol,1197,56427,1st owner,455000
Honda,Manual,2018,Petrol,1497,85766,2nd owner,739000
Maruti,Manual,2016,Petrol,1373,75940,1st owner,596000
Hyundai,Manual,2012,Diesel,1396,84002,1st owner,387000
Hyundai,Manual,2020,Petrol,1197,28806,1st owner,812000
Hyundai,Manual,2014,Petrol,1197,72810,1st owner,409000
Hyundai,Manual,2019,Petrol,1086,33811,1st owner,483000
Maruti,Automatic,2019,Petrol,1197,65568,2nd owner,670000
Honda,Manual,2017,Diesel,1498,32067,2nd owner,769000
Hyundai,Manual,2017,Petrol,1197,82689,2nd owner,596000
Maruti,Manual,2019,Petrol,1197,59228,1st owner,688000
Hyundai,Manual,2018,Diesel,1582,117994,2nd owner,697000
Datsun,Automatic,2020,Petrol,999,16537,2nd owner,396000
Hyundai,Manual,2014,Petrol,1197,57769,1st owner,462000
KIA,Automatic,2020,Diesel,1493,52562,1st owner,1147000
Hyundai,Manual,2019,Petrol,1197,21759,1st owner,708000
Maruti,Manual,2019,Petrol,1197,36932,1st owner,701000
Honda,Manual,2016,Petrol,1198,53924,2nd owner,386000
Tata,Automatic,2023,Petrol,,2370,1st owner,769000
Maruti,Automatic,2016,Petrol,1373,66695,1st owner,591000
Tata,Manual,2020,Petrol,1199,45321,1st owner,859000
Honda,Manual,2014,Petrol,1497,73554,1st owner,554000
Hyundai,Manual,2020,Petrol,998,39924,1st owner,686000
Mahindra,Manual,2018,Diesel,2179,63473,2nd owner,1239000
Hyundai,Automatic,2022,Petrol,998,15703,1st owner,1331000
Renault,Manual,2019,Petrol,999,46836,1st owner,367000
Maruti,Automatic,2017,Diesel,1248,77413,2nd owner,660000
Maruti,Manual,2021,Petrol,1197,40034,1st owner,508000
Honda,Automatic,2015,Petrol,1199,48627,1st owner,541000
Renault,Manual,2023,Petrol,999,1994,1st owner,552000
Hyundai,Manual,2018,Petrol,1197,43237,1st owner,514000
Ford,Manual,2018,Petrol,1497,36331,1st owner,767000
Toyota,Manual,2019,Petrol,1197,45958,1st owner,686000
Skoda,Automatic,2021,Petrol,999,17310,2nd owner,1339000
Maruti,Manual,2011,Petrol,1197,86282,2nd owner,322000
Hyundai,Manual,2017,Petrol,1197,45003,2nd owner,504000
Hyundai,Manual,2020,Petrol,998,22995,1st owner,863000
Renault,Automatic,2020,Petrol,999,18336,1st owner,495000
KIA,Manual,2022,Diesel,1493,22691,1st owner,1071000
Tata,Automatic,2020,Diesel,1956,68859,1st owner,1633000
Tata,Automatic,2022,Diesel,1956,15681,1st owner,2173000
Tata,Automatic,2018,Diesel,1497,63671,1st owner,872000
Nissan,Manual,2018,Petrol,1198,33048,3rd owner,360000
Tata,Manual,2021,Petrol,1199,53454,1st owner,638000
MG,Manual,2023,Petrol,1451,15940,1st owner,1825000
Hyundai,Automatic,2016,Diesel,1582,113873,1st owner,900000
Mahindra,Manual,2018,Diesel,2179,80292,1st owner,1067000
Hyundai,Manual,2011,Petrol,1197,43583,1st owner,255000
Maruti,Manual,2018,Diesel,1248,80245,2nd owner,701000
Hyundai,Automatic,2019,Petrol,1197,18462,1st owner,650000
Maruti,Manual,2020,Petrol,1462,60741,1st owner,756000
Hyundai,Manual,2017,Petrol,1197,32241,1st owner,710000
Hyundai,Automatic,2019,Petrol,1591,58130,2nd owner,1055000
Renault,Manual,2018,Petrol,999,48905,1st owner,370000
Maruti,Automatic,2021,Petrol,1462,38819,1st owner,1067000
Ford,Automatic,2019,Petrol,1497,47130,1st owner,746000
Ford,Automatic,2017,Petrol,1499,47695,2nd owner,711000
Jeep,Manual,2018,Diesel,1956,80713,2nd owner,1348000
Maruti,Manual,2023,Petrol,1197,2896,1st owner,659000
Mahindra,Manual,2016,Diesel,2179,70027,2nd owner,880000
Hyundai,Manual,2016,Petrol,1197,27480,1st owner,518000
Tata,Automatic,2023,Petrol,1199,7511,1st owner,927000
Maruti,Manual,2012,Petrol,1197,23960,1st owner,460000
Skoda,Automatic,2021,Petrol,999,50295,1st owner,987000
Hyundai,Automatic,2017,Petrol,1591,58359,2nd owner,735000
Hyundai,Manual,2016,Petrol,1197,36174,1st owner,663000
Renault,Manual,2019,Petrol,799,64736,1st owner,352000
Honda,Manual,2012,Petrol,1198,32864,2nd owner,343000
Honda,Automatic,2019,Petrol,1497,33869,1st owner,1032000
Hyundai,Manual,2019,Petrol,1086,43454,1st owner,467000
Hyundai,Automatic,2019,Petrol,1591,43518,2nd owner,1067000
Ford,Manual,2016,Petrol,1499,93059,1st owner,583000
Renault,Manual,2019,Petrol,999,24330,2nd owner,456000
Tata,Manual,2023,Petrol,1199,14518,1st owner,895000
Tata,Manual,2020,Petrol,1199,45019,2nd owner,693000
Mahindra,Automatic,2023,Petrol,1997,16638,1st owner,1831000
Datsun,Manual,2019,Petrol,799,66264,1st owner,256000
Honda,Automatic,2018,Petrol,1497,29977,2nd owner,940000
Honda,Manual,2017,Petrol,1199,55339,2nd owner,578000
Maruti,Automatic,2019,Petrol,998,30598,1st owner,510000
Maruti,Manual,2016,Diesel,1248,78922,2nd owner,691000
Honda,Manual,2016,Petrol,1198,73832,2nd owner,427000
Maruti,Automatic,2017,Petrol,998,30005,2nd owner,409000
Honda,Automatic,2018,Petrol,1497,81415,1st owner,850000
Nissan,Automatic,2017,Petrol,1198,35474,2nd owner,491000
Honda,Automatic,2017,Petrol,1497,124446,1st owner,726000
Maruti,Automatic,2017,Petrol,1197,79589,1st owner,617000
Renault,Manual,2014,Diesel,,73399,1st owner,550000
Maruti,Manual,2019,Petrol,1197,58029,1st owner,662000
Maruti,Manual,2012,Diesel,1248,113536,1st owner,559000
Mahindra,Automatic,2021,Petrol,1197,7931,1st owner,942000
Hyundai,Manual,2019,Petrol,1197,73607,1st owner,681000
Maruti,Manual,2014,Petrol,1197,56168,1st owner,516000
Hyundai,Automatic,2021,Petrol,1353,21027,1st owner,1766000
Honda,Automatic,2019,Petrol,1497,32479,2nd owner,986000
KIA,Automatic,2022,Diesel,1493,18623,1st owner,1383000
Skoda,Automatic,2022,Petrol,1498,20282,1st owner,1754000
Hyundai,Manual,2019,Petrol,1591,60704,1st owner,1026000
Honda,Automatic,2017,Petrol,1199,68331,3rd owner,523000
Hyundai,Manual,2018,Petrol,1591,55600,2nd owner,784000
Renault,Manual,2021,Petrol,799,26104,2nd owner,436000
Hyundai,Automatic,2022,Petrol,1197,9393,2nd owner,755000
Maruti,Automatic,2023,Petrol,1197,5090,1st owner,754000
Hyundai,Manual,2012,Diesel,1396,102029,1st owner,388000
Honda,Manual,2020,Petrol,1199,62299,1st owner,737000
Tata,Manual,2020,Petrol,1199,27603,1st owner,640000
Maruti,Manual,2018,Petrol,1373,45811,2nd owner,707000
Hyundai,Manual,2012,Petrol,814,37095,1st owner,245000
Maruti,Automatic,2018,Petrol,998,95626,2nd owner,428000
Renault,Manual,2019,Petrol,999,70228,1st owner,559000
Hyundai,Manual,2021,Petrol,998,26797,2nd owner,1008000
Nissan,Manual,2016,Petrol,1198,87764,1st owner,326000
Tata,Automatic,2018,Petrol,1199,57190,1st owner,556000
Hyundai,Manual,2016,Diesel,1396,76454,3rd owner,582000
Maruti,Automatic,2018,Petrol,998,43407,1st owner,474000
Maruti,Manual,2021,Petrol,998,31209,1st owner,481000
KIA,Manual,2022,Petrol,998,9477,1st owner,1211000
Datsun,Manual,2018,Petrol,999,35098,1st owner,293000
Toyota,Manual,2012,Diesel,1364,123224,2nd owner,375000
KIA,Automatic,2019,Petrol,1353,60467,1st owner,1327000
Hyundai,Automatic,2019,Petrol,1591,37657,1st owner,1159000
Hyundai,Automatic,2016,Diesel,1582,93290,1st owner,904000
Maruti,Automatic,2016,Petrol,1373,96520,2nd owner,545000
Honda,Manual,2020,Petrol,1199,43394,1st owner,781000
Hyundai,Automatic,2018,Petrol,1197,44868,2nd owner,560000
Hyundai,Manual,2021,Petrol,998,16920,1st owner,928000
Renault,Manual,2021,Petrol,999,32889,1st owner,455000
Maruti,Automatic,2017,Petrol,998,113666,1st owner,420000
Hyundai,Manual,2019,Petrol,1086,33609,2nd owner,417000
Renault,Manual,2020,Petrol,999,87693,1st owner,422000
Datsun,Manual,2020,Petrol,799,39739,1st owner,349000
Renault,Manual,2017,Petrol,799,48581,3rd owner,301000
Renault,Manual,2021,Petrol,999,41729,1st owner,463000
Maruti,Automatic,2023,Petrol,998,6675,2nd owner,568000
Tata,Automatic,2022,Petrol,1199,15617,1st owner,1138000
MG,Manual,2021,Petrol,1451,13989,1st owner,1569000
KIA,Automatic,2022,Petrol,998,19749,1st owner,1231000
Maruti,Automatic,2016,Petrol,998,23912,2nd owner,416000
Honda,Automatic,2020,Petrol,1497,41750,1st owner,1090000
Datsun,Manual,2017,Petrol,999,32591,2nd owner,245000
Maruti,Manual,2021,Petrol,998,8254,1st owner,588000
Honda,Automatic,2018,Petrol,1498,59863,1st owner,682000
Hyundai,Automatic,2019,Petrol,1591,51652,1st owner,1131000
Maruti,Automatic,2021,Petrol,998,45807,1st owner,648000
Hyundai,Manual,2019,Petrol,1086,55677,1st owner,480000
Honda,Manual,2016,Petrol,1199,54782,1st owner,551000
Hyundai,Manual,2012,Petrol,1197,75384,2nd owner,290000
Honda,Automatic,2017,Petrol,1199,57291,1st owner,600000
Maruti,Automatic,2021,Petrol,998,20405,1st owner,646000
Tata,Automatic,2023,Petrol,,7402,1st owner,750000
KIA,Automatic,2021,Petrol,1353,30378,1st owner,1570000
Renault,Manual,2014,Diesel,1461,80944,2nd owner,556000
Maruti,Manual,2012,Petrol,998,71079,1st owner,280000
Honda,Automatic,2017,Petrol,1199,37652,1st owner,667000
Renault,Automatic,2019,Diesel,1461,47148,1st owner,875000
Maruti,Automatic,2018,Petrol,1197,19161,2nd owner,703000
Hyundai,Manual,2016,Petrol,1591,48665,2nd owner,830000
Hyundai,Manual,2014,Petrol,814,97619,2nd owner,254000
Hyundai,Manual,2015,Petrol,1197,93513,1st owner,392000
Maruti,Manual,2012,Petrol,1197,97699,1st owner,388000
Maruti,Manual,2013,Petrol,796,46661,1st owner,255000
Renault,Manual,2017,Petrol,1498,67614,2nd owner,674000
Hyundai,Manual,2016,Petrol,1197,42552,1st owner,464000
Honda,Manual,2018,Petrol,1199,86555,1st owner,597000
Maruti,Manual,2016,Petrol,998,19613,2nd owner,332000
Maruti,Manual,2018,Petrol,1462,42483,1st owner,683000
KIA,Manual,2022,Petrol,998,19669,1st owner,1165000
Hyundai,Manual,2019,Diesel,1582,75395,1st owner,1142000
Maruti,Manual,2016,Petrol,998,77365,1st owner,391000
Maruti,Manual,2011,Petrol,998,74886,1st owner,232000
Maruti,Manual,2015,Petrol,1197,40348,2nd owner,483000
Honda,Automatic,2017,Petrol,1497,39311,1st owner,855000
Mahindra,Manual,2021,Petrol,1197,6528,1st owner,1122000
Maruti,Manual,2018,Petrol,998,93813,1st owner,426000
Maruti,Automatic,2019,Petrol,1197,28533,2nd owner,690000
Tata,Automatic,2021,Petrol,1199,28606,2nd owner,1087000
Maruti,Manual,2013,Petrol,1197,59700,3rd owner,414000
KIA,Manual,2022,Petrol,1353,40953,1st owner,1476000
Hyundai,Automatic,2016,Petrol,1591,94859,1st owner,854000
Hyundai,Manual,2017,Petrol,1197,51852,2nd owner,633000
MG,Manual,2022,Diesel,1956,15431,1st owner,2016000
Hyundai,Manual,2021,Petrol,1086,23972,1st owner,554000
Renault,Manual,2019,Petrol,,20725,1st owner,442000
Maruti,Manual,2011,Petrol,1197,96506,1st owner,351000
Renault,Automatic,2022,Petrol,999,19430,1st owner,532000
Hyundai,Automatic,2017,Petrol,1197,46108,2nd owner,520000
KIA,Manual,2022,Petrol,998,14039,1st owner,1158000
Hyundai,Manual,2016,Diesel,1396,86715,1st owner,666000
Maruti,Automatic,2023,Petrol,1462,11045,1st owner,1323000
Maruti,Manual,2011,Petrol,1197,64003,1st owner,361000
Renault,Manual,2019,Petrol,,23569,1st owner,387000
Hyundai,Manual,2018,Petrol,1197,92759,1st owner,495000
Hyundai,Manual,2016,Petrol,1591,89371,1st owner,803000
Renault,Automatic,2017,Diesel,1461,60774,2nd owner,802000
Datsun,Manual,2018,Petrol,999,42955,1st owner,276000
KIA,Manual,2023,Petrol,1482,10235,1st owner,1266000
Tata,Automatic,2020,Petrol,1199,38575,1st owner,986000
Hyundai,Automatic,2016,Petrol,1197,93065,1st owner,439000
Tata,Automatic,2022,Petrol,1199,11001,2nd owner,1111000
Skoda,Automatic,2016,Petrol,1598,35390,2nd owner,653000
Tata,Manual,2021,Petrol,1199,19430,2nd owner,961000
Maruti,Automatic,2022,Petrol,1197,24567,1st owner,831000
Hyundai,Automatic,2017,Petrol,1591,80561,2nd owner,873000
Hyundai,Manual,2015,Petrol,1197,36318,1st owner,458000
Hyundai,Manual,2013,Petrol,1197,66228,2nd owner,404000
Mahindra,Manual,2014,Diesel,2179,87735,2nd owner,770000
Renault,Automatic,2023,Petrol,999,3996,1st owner,601000
Maruti,Manual,2022,Petrol,,11295,2nd owner,491000
Maruti,Manual,2017,Petrol,1197,23573,1st owner,643000
Tata,Automatic,2020,Petrol,1199,59046,1st owner,974000
Hyundai,Manual,2014,Petrol,1197,69425,2nd owner,438000
Nissan,Automatic,2014,Petrol,1198,82542,1st owner,359000
Maruti,Manual,2011,Petrol,1197,104553,1st owner,338000
Tata,Automatic,2022,Petrol,,28971,1st owner,1170000
Renault,Manual,2017,Petrol,999,30823,1st owner,338000
Maruti,Manual,2014,Petrol,998,49599,1st owner,293000
Honda,Automatic,2018,Diesel,1498,79803,2nd owner,666000
Maruti,Automatic,2023,Petrol,998,8230,1st owner,707000
Renault,Manual,2014,Diesel,1461,64937,1st owner,598000
Renault,Manual,2019,Petrol,999,45725,2nd owner,389000
Hyundai,Automatic,2015,Petrol,1197,80638,2nd owner,428000
Hyundai,Manual,2016,Petrol,1197,24183,1st owner,528000
Tata,Manual,2022,Diesel,1956,39627,1st owner,1910000
Hyundai,Manual,2017,Petrol,1197,60620,1st owner,488000
Tata,Manual,2022,Petrol,1199,30058,1st owner,1181000
KIA,Manual,2020,Petrol,998,32712,2nd owner,1014000
Maruti,Manual,2016,Petrol,1373,68199,2nd owner,602000
Maruti,Manual,2017,Petrol,1373,43129,1st owner,670000
Maruti,Manual,2022,Petrol,1462,14772,1st owner,950000
Hyundai,Manual,2017,Petrol,1197,69760,2nd owner,425000
Hyundai,Automatic,2016,Petrol,1591,97183,1st owner,837000
Maruti,Automatic,2021,Petrol,1197,29003,1st owner,755000
Hyundai,Manual,2021,Petrol,998,17981,1st owner,1059000
Tata,Automatic,2022,Petrol,1199,13619,1st owner,1225000
Renault,Automatic,2023,Petrol,999,1343,2nd owner,602000
Hyundai,Manual,2016,Petrol,1197,41208,1st owner,517000
Maruti,Automatic,2017,Petrol,1197,22358,1st owner,712000
Nissan,Manual,2015,Petrol,1198,59365,1st owner,352000
Hyundai,Manual,2018,Petrol,1197,91312,1st owner,510000
Maruti,Automatic,2019,Petrol,998,28264,2nd owner,528000
Maruti,Manual,2018,Diesel,1248,69668,1st owner,974000
Renault,Manual,2015,Diesel,1461,105373,1st owner,605000
Maruti,Automatic,2021,Petrol,1197,19123,1st owner,811000
Mahindra,Manual,2019,Diesel,1497,35712,2nd owner,1032000
Maruti,Manual,2017,Petrol,998,37599,1st owner,467000
Maruti,Manual,2015,Petrol,1373,97889,2nd owner,575000
Hyundai,Manual,2011,Petrol,1086,70589,2nd owner,240000
Maruti,Automatic,2023,Petrol,998,3136,1st owner,544000
Tata,Automatic,2015,Diesel,1248,79684,1st owner,452000
Maruti,Manual,2016,Petrol,1373,34800,2nd owner,638000
Hyundai,Manual,2016,Petrol,1197,49862,1st owner,511000
Hyundai,Automatic,2019,Petrol,1086,52278,1st owner,514000
Honda,Manual,2019,Petrol,1199,25138,1st owner,705000
Skoda,Automatic,2017,Diesel,1498,95524,1st owner,878000
Hyundai,Automatic,2019,Petrol,1197,73192,1st owner,593000
Hyundai,Manual,2016,Petrol,1197,71357,1st owner,646000
Renault,Automatic,2020,Petrol,999,38494,1st owner,477000
Tata,Automatic,2023,Petrol,1199,10526,1st owner,777000
Maruti,Manual,2017,Petrol,1197,48247,1st owner,639000
Maruti,Automatic,2017,Petrol,1197,74601,1st owner,617000
Tata,Manual,2021,Petrol,1199,25012,1st owner,870000
Maruti,Manual,2021,Petrol,998,34267,2nd owner,439000
Honda,Manual,2017,Petrol,1198,47200,1st owner,531000
Mahindra,Automatic,2023,Petrol,1197,5990,1st owner,1257000
Maruti,Manual,2020,Petrol,796,2598,1st owner,372000
Maruti,Automatic,2016,Petrol,998,51729,1st owner,454000
Maruti,Manual,2011,Petrol,998,34408,2nd owner,277000
KIA,Automatic,2022,Diesel,1493,43707,2nd owner,1698000
Maruti,Automatic,2015,Petrol,998,52643,1st owner,404000
Renault,Manual,2018,Petrol,999,47928,1st owner,398000
Honda,Manual,2012,Petrol,1198,143991,1st owner,269000
Hyundai,Automatic,2020,Diesel,1186,49985,2nd owner,794000
Maruti,Manual,2013,Petrol,1373,51980,1st owner,588000
Maruti,Automatic,2021,Petrol,998,25548,1st owner,671000
Hyundai,Manual,2017,Petrol,1197,40780,1st owner,507000
Tata,Automatic,2020,Petrol,1199,54681,1st owner,918000
Hyundai,Manual,2015,Petrol,1197,50784,1st owner,484000
Maruti,Manual,2016,Petrol,1197,92639,2nd owner,538000
Maruti,Automatic,2018,Petrol,1373,50334,2nd owner,697000
Hyundai,Manual,2011,Petrol,814,58637,1st owner,219000
Maruti,Automatic,2021,Petrol,,20754,1st owner,595000
Honda,Manual,2012,Petrol,1497,87836,2nd owner,458000
Renault,Manual,2023,Petrol,999,20332,1st owner,780000
Hyundai,Manual,2013,Petrol,1197,61285,1st owner,384000
Renault,Automatic,2021,Petrol,999,29584,1st owner,539000
Maruti,Manual,2016,Petrol,998,30478,1st owner,397000
Hyundai,Manual,2015,Petrol,1197,60972,2nd owner,421000
Hyundai,Automatic,2017,Petrol,1591,40475,1st owner,1025000
Maruti,Automatic,2016,Petrol,998,38929,2nd owner,480000
Hyundai,Manual,2019,Petrol,1197,51615,1st owner,544000
Maruti,Manual,2015,Petrol,1197,34717,1st owner,546000
Hyundai,Manual,2016,Petrol,1197,55009,2nd owner,508000
Maruti,Automatic,2019,Petrol,1462,49968,1st owner,848000
Hyundai,Manual,2017,Petrol,1197,34496,1st owner,491000
Hyundai,Manual,2013,Petrol,1197,55303,2nd owner,323000
Hyundai,Automatic,2019,Petrol,998,21881,1st owner,964000
Maruti,Manual,2016,Petrol,998,29309,2nd owner,440000
Hyundai,Automatic,2015,Petrol,1197,47369,1st owner,480000
Hyundai,Manual,2016,Petrol,1197,37075,1st owner,666000
Maruti,Manual,2019,Petrol,998,44848,1st owner,395000
Hyundai,Manual,2017,Petrol,1197,55733,1st owner,576000
Maruti,Manual,2017,Petrol,1197,57103,1st owner,663000
Mahindra,Automatic,2022,Petrol,1197,11911,1st owner,1173000
KIA,Automatic,2021,Diesel,1493,27903,1st owner,1270000
Renault,Automatic,2021,Petrol,999,14078,1st owner,512000
KIA,Manual,2022,Petrol,998,11338,1st owner,1190000
Maruti,Automatic,2020,Petrol,998,18350,2nd owner,432000
Toyota,Manual,2012,Diesel,1364,115572,3rd owner,350000
Tata,Manual,2022,Petrol,1199,15749,1st owner,1158000
Maruti,Manual,2020,Petrol,998,21196,1st owner,433000
Hyundai,Manual,2019,Petrol,1086,43255,1st owner,459000
Maruti,Automatic,2018,Petrol,1197,24368,2nd owner,694000
KIA,Manual,2022,Petrol,1353,23020,1st owner,1590000
Honda,Automatic,2015,Petrol,1199,55600,2nd owner,564000
Maruti,Automatic,2018,Petrol,998,35370,1st owner,516000
Honda,Manual,2015,Petrol,1198,70281,2nd owner,379000
Maruti,Automatic,2016,Petrol,998,62447,1st owner,436000
Hyundai,Manual,2018,Petrol,1197,11853,1st owner,594000
Maruti,Manual,2022,Petrol,998,13847,1st owner,476000
Mahindra,Manual,2021,Diesel,1497,38811,2nd owner,1066000
Honda,Manual,2013,Petrol,1497,103965,2nd owner,447000
KIA,Manual,2022,Petrol,1353,8827,1st owner,1637000
Hyundai,Manual,2017,Petrol,814,21454,1st owner,367000
Hyundai,Manual,2016,Petrol,1197,74972,2nd owner,467000
Maruti,Automatic,2017,Petrol,998,84182,2nd owner,418000
KIA,Automatic,2020,Petrol,998,33714,2nd owner,1075000
Maruti,Automatic,2016,Petrol,998,62383,1st owner,437000
Maruti,Automatic,2019,Petrol,1197,16416,2nd owner,574000
Hyundai,Manual,2018,Petrol,1197,31709,1st owner,553000
KIA,Manual,2020,Petrol,998,31141,1st owner,1064000
Maruti,Automatic,2019,Petrol,1197,34361,2nd owner,679000
Tata,Automatic,2017,Petrol,1199,35894,1st owner,492000
Maruti,Manual,2015,Petrol,1197,30728,1st owner,574000
Maruti,Manual,2021,Petrol,796,29878,2nd owner,379000
Renault,Automatic,2017,Petrol,999,16333,1st owner,409000
Hyundai,Automatic,2021,Petrol,1086,21104,1st owner,557000
Mahindra,Automatic,2018,Diesel,2179,67919,1st owner,1253000
Renault,Automatic,2022,Petrol,999,5146,1st owner,716000
Maruti,Automatic,2016,Petrol,998,39987,2nd owner,442000
Tata,Manual,2016,Petrol,1199,70208,2nd owner,372000
Maruti,Manual,2015,Petrol,1197,66341,2nd owner,538000
Hyundai,Manual,2021,Petrol,998,26841,1st owner,1032000
Maruti,Manual,2022,Petrol,1197,9426,1st owner,765000
Hyundai,Manual,2014,Petrol,1197,65685,1st owner,387000
Honda,Automatic,2015,Petrol,1497,83630,2nd owner,599000
Maruti,Manual,2011,Diesel,1248,72673,1st owner,357000
Hyundai,Manual,2016,Petrol,1591,54309,1st owner,820000
Tata,Manual,2017,Petrol,1193,53944,1st owner,416000
Renault,Manual,2018,Diesel,1461,29232,1st owner,851000
Mahindra,Automatic,2020,Diesel,2179,59594,1st owner,1535000
Hyundai,Manual,2018,Petrol,1197,81961,1st owner,657000
KIA,Manual,2022,Petrol,1353,20460,2nd owner,1519000
Volkswagen,Manual,2022,Petrol,999,7749,1st owner,1429000
Ford,Manual,2013,Diesel,1498,68381,1st owner,531000
KIA,Automatic,2019,Petrol,1353,29077,1st owner,1472000
KIA,Manual,2022,Petrol,1353,20581,1st owner,1544000
Maruti,Automatic,2014,Petrol,998,44535,1st owner,372000
Maruti,Manual,2012,Petrol,1197,104807,3rd owner,348000
Maruti,Manual,2018,Petrol,1197,19437,1st owner,646000
Hyundai,Manual,2018,Petrol,1197,4893,1st owner,558000
Tata,Manual,2017,Petrol,1199,67872,2nd owner,397000
Renault,Automatic,2022,Petrol,999,35860,1st owner,665000
Nissan,Manual,2013,Petrol,1598,101262,2nd owner,433000
Maruti,Automatic,2014,Petrol,998,10558,1st owner,397000
Maruti,Manual,2015,Petrol,1197,74945,3rd owner,453000
Maruti,Automatic,2022,Petrol,1197,16023,1st owner,739000
Maruti,Manual,2014,Petrol,998,63792,1st owner,263000
Maruti,Automatic,2019,Petrol,1197,21955,1st owner,676000
KIA,Automatic,2022,Diesel,1493,28064,2nd owner,1759000
Maruti,Automatic,2023,Petrol,998,7370,1st owner,632000
Maruti,Automatic,2014,Petrol,998,71320,1st owner,364000
Hyundai,Automatic,2018,Petrol,1591,19936,1st owner,952000
KIA,Automatic,2020,Petrol,998,54309,1st owner,1076000
Nissan,Manual,2014,Diesel,1461,96242,2nd owner,542000
Hyundai,Manual,2013,Petrol,814,46840,2nd owner,245000
Nissan,Manual,2021,Petrol,999,27578,1st owner,630000
Hyundai,Automatic,2018,Petrol,1197,52442,1st owner,587000
Tata,Manual,2022,Petrol,,66473,2nd owner,1180000
Tata,Automatic,2020,Petrol,1199,80167,1st owner,741000
Honda,Automatic,2016,Petrol,1497,54517,1st owner,785000
Maruti,Manual,2017,Petrol,1373,78030,1st owner,787000
Maruti,Manual,2014,Petrol,1373,86694,2nd owner,511000
Maruti,Automatic,2020,Petrol,998,40407,1st owner,475000
Maruti,Manual,2015,Diesel,1248,54109,1st owner,491000
Tata,Manual,2020,Petrol,1199,49439,1st owner,556000
KIA,Manual,2022,Petrol,1353,34444,1st owner,1607000
Maruti,Manual,2020,Petrol,,38426,2nd owner,754000
Hyundai,Automatic,2021,Petrol,1086,29384,2nd owner,543000
Hyundai,Automatic,2021,Petrol,998,42031,1st owner,1037000
Nissan,Manual,2022,Petrol,999,66387,2nd owner,743000
Hyundai,Manual,2015,Petrol,1197,66669,1st owner,449000
Maruti,Manual,2013,Petrol,998,59116,1st owner,336000
Maruti,Automatic,2021,Petrol,1197,31935,1st owner,835000
KIA,Automatic,2021,Petrol,998,35983,1st owner,988000
Maruti,Manual,2016,Petrol,796,39283,1st owner,340000
Maruti,Manual,2020,Petrol,1197,27503,1st owner,614000
Maruti,Manual,2020,CNG,796,56236,1st owner,483000
Tata,Manual,2023,Petrol,1199,6593,1st owner,628000
Mahindra,Manual,2017,Petrol,1198,41445,1st owner,463000
Honda,Manual,2019,Petrol,1199,22789,1st owner,692000
Nissan,Automatic,2021,Petrol,999,38777,1st owner,815000
Maruti,Manual,2013,Petrol,1197,41105,1st owner,412000
Hyundai,Manual,2019,Petrol,1086,27402,2nd owner,423000
Maruti,Manual,2016,Petrol,998,82125,2nd owner,407000
Maruti,Manual,2015,Petrol,1197,54321,1st owner,498000
Hyundai,Manual,2022,Petrol,1086,19760,2nd owner,549000
Maruti,Automatic,2022,Petrol,1462,12911,1st owner,1319000
Honda,Manual,2020,Petrol,1199,32806,2nd owner,736000
KIA,Manual,2020,Petrol,1353,34499,2nd owner,1341000
Mahindra,Manual,2023,Diesel,2184,21597,1st owner,1596000
Honda,Manual,2016,Petrol,1497,57922,2nd owner,591000
Maruti,Manual,2022,Petrol,796,9314,1st owner,439000
